name,provincia,alt,desnivel,dist,pendiente,coef,la_ini,lo_ini,la_fin,lo_fin
" Lobo, Collado del (Los Charcos) por Quesa",Valencia,604 m ,369 m ,"6,5 Km ","5,68 % ",81  , 39.105221 , -0.763764 , 39.073045 , -0.802689 
 Loiti por Monreal,Navarra,724 m ,108 m ,"4,1 Km ","2,63 % ",16  , 42.670861 , -1.443161 , 42.656539 , -1.400206 
 Loiti por Liédena,Navarra,724 m ,224 m ,"5,4 Km ","4,15 % ",34  , 42.639599 , -1.340121 , 42.656539 , -1.400206 
 Lokate por Orio,Gipuzkoa,245 m ,235 m ,"4,4 Km ","5,34 % ",66  , 43.274354 , -2.128623 ,  ,  
 Loma Carboneras por Valdecabrillas,Cuenca,1179 m ,231 m ,"10,2 Km ","2,26 % ",43  , 40.12047 , -2.40102 , 40.07746 , -2.32796 
 Loma de la Albarda por CM-3216,Albacete,1336 m ,406 m ,"8,1 Km ","5,01 % ",73  , 38.62219 , -2.278917 , 38.654124 , -2.326491 
 Loma de la Cruz por Ademuz,Valencia,960 m ,240 m ,"2,6 Km ","9,23 % ",73  , 40.059253 , -1.283126 , 40.049891 , -1.29467 
 Loma de la Fábrica por Altura,Castellón,550 m ,230 m ,"5,1 Km ","4,5 % ",40  , 39.84624 , -0.483098 , 39.850359 , -0.539489 
 Loma de las Cuadrillas por Río de la Miel,Málaga,724 m ,677 m ,"11,1 Km ","6,1 % ",163  ,  ,  ,  ,  
 Loma de Sepúlveda por río Caslilla - Sepúlveda,Segovia,1036 m ,114 m ,"2,6 Km ","4,38 % ",17  , 41.295913 , -3.756788 , 41.296115 , -3.738881 
 Loma de Sepúlveda por corral de Duratón,Segovia,1036 m ,107 m ,"3,5 Km ","3,06 % ",14  , 41.290045 , -3.706512 , 41.296115 , -3.738881 
 Loma del Zorro por S. Vicente-Cº Cortes,Castellón,1103 m ,303 m ,"7,2 Km ","4,21 % ",58  , 40.148996 , -0.511422 ,  ,  
 Loma del Zorro por S. Vicente de Piedrahíta,Castellón,1103 m ,323 m ,"9,5 Km ","3,4 % ",47  , 40.131083 , -0.501766 , 40.187267 , -0.530562 
 Loma del Zorro por Cortes de Arenoso,Castellón,1103 m ,353 m ,9 Km ,"3,92 % ",59  , 40.159132 , -0.569916 , 40.187267 , -0.530562 
 Loma Estrecha por Camino de Ayora,Valencia,518 m ,218 m ,6 Km ,"3,63 % ",33  , 39.076376 , -0.716944 , 39.083372 , -0.771103 
 Loma Estrecha por Camino de la Yegua,Valencia,518 m ,248 m ,"9,5 Km ","2,61 % ",35  , 39.078841 , -0.721235 , 39.083372 , -0.771103 
 Lomas del Jalmero por Jérica-camino,Castellón,662 m ,153 m ,"3,8 Km ",4 % ,19  , 39.923626 , -0.562191 , 39.954754 , -0.550818 
 Lomas del Jalmero por Jérica-Caudiel,Castellón,662 m ,182 m ,"7,5 Km ","2,4 % ",26  , 39.912534 , -0.572619 , 39.954754 , -0.550818 
" Lombillo, Alto de por Villar de los Barrios",León,787 m ,191 m ,"3,37 Km ","5,67 % ",37  , 42.511725 , -6.553566 ," 42,521080 "," -6,537380 "
" Lombillo, Alto del por Molinaseca",León,783 m ,218 m ,"2,85 Km ","7,6 % ",42  , 42.541698 , -6.527596 , 42.521079 , -6.537380 
" Lombillo, Alto del por Ponferrada",León,783 m ,242 m ,"2,91 Km ","8,3 % ",69  ," 42,525950 "," -6,558666 "," 42,521080 "," -6,537380 "
 L'Ombria por Benigembla,Alicante,539 m ,223 m ,"3,5 Km ","6,37 % ",60  , 38.751774 , -0.106044 , 38.742235 , -0.118275 
 Lomo Gordo (El Hierro) por Las Puntas-Frontera,SC Tenerife,1336 m ,1326 m ,"22,4 Km ","5,92 % ",245  ,  ,  ,  ,  
 Lomos de Orios por Villoslada de Cameros,La Rioja,1403 m ,373 m ,"8,5 Km ","4,39 % ",70  , 42.109685 , -2.674055 , 42.047301 , -2.67854 
" Lora, La por Rocamundo",Cantabria,1069 m ,366 m ,"5,3 Km ","6,9 % ",106  , 42.80449 , -3.930058 , 42.771 , -3.942289 
" Loros, Alto de los por Arafo",SC Tenerife,1683 m ,1258 m ,"18,1 Km ","6,95 % ",263  ,  ,  ,  ,  
 Los Alazores por por Loja,Granada,1100 m ,511 m ,"21,4 Km ","2,4 % ",73  ,  ,  ,  ,  
 Los Cerricos (Berbelangel) por Jalance (río Júcar),Valencia,831 m ,467 m ,21 Km ,"2,22 % ",88  , 39.19182 , -1.083741 ,  ,  
 Los Cerricos (Berbelangel) por Cofrentes,Valencia,831 m ,488 m ,"19,2 Km ","2,54 % ",78  , 39.204192 , -1.059752 , 39.120705 , -1.220984 
 Los Cerricos (Berbelangel) por Jarafuel,Valencia,831 m ,427 m ,18 Km ,"2,37 % ",68  , 39.14251 , -1.046104 , 39.120705 , -1.220984 
 Los Tres Juanes por por Las Canteras,Granada,943 m ,181 m ,2 Km ,"9,2 % ",59  ,  ,  ,  ,  
 Louxas por Navia de Suarna,Lugo,894 m ,596 m ,"11,2 Km ","4,96 % ",124  , 42.965006 , -7.004349 , 43.022198 , -7.041471 
 Louxas por Lamas de Moreira,Lugo,0 m ,519 m ,"9,6 Km ","5,41 % ",98  , 43.058999 , -7.074952 , 43.022198 , -7.041471 
 Luezas por Terroba,La Rioja,1135 m ,367 m ,"7,6 Km ","4,83 % ",75  , 42.26305 , -2.434223 , 42.288548 , -2.474585 
 Lugros por Purullena,Granada,1242 m ,399 m ,"13,2 Km ","2,8 % ",66  , 37.311414 , -3.197286 , 37.229701 , -3.241335 
 Lujamendi por Llodio,Álava,385 m ,232 m ,"2,95 Km ","7,86 % ",60  , 43.152612 , -2.97523 , 43.154683 , -2.989032 
" Lújar, Sierra de por Rubite",Granada,1865 m ,1856 m ,"31,9 Km ","5,8 % ",482  ,  ,  ,  ,  
 Lujo por Quejana,Álava,523 m ,205 m ,4 Km ,"5,13 % ",41  , 43.078112 , -3.070625 , 43.076086 , -3.090865 
 Lujo por Llanteno,Álava,523 m ,323 m ,"6,9 Km ","4,67 % ",85  , 43.108419 , -3.094532 , 43.076086 , -3.090865 
 Lumajo por Villaseca de Laciana,León,1358 m ,251 m ,"4,6 Km ","5,46 % ",46  , 42.944470 , -6.251006 , 42.982847 , -6.257358 
 Lumeras por Sorbeira,León,1048 m ,228 m ,"4,3 Km ","5,3 % ",38  , 42.807241 , -6.703949 , 42.781622 , -6.686726 
 Lumeras por Sésamo,León,1048 m ,391 m ,"6,9 Km ","5,67 % ",62  , 42.754411 , -6.654704 , 42.781622 , -6.686726 
 Lumo por Gernika,Bizkaia,136 m ,127 m ,"1,6 Km ","7,94 % ",37  , 43.31464 , -2.67781 , 43.312704 , -2.689161 
 Lunada por Espinosa de los Monteros,Burgos,1320 m ,477 m ,"8,2 Km ","5,82 % ",80  , 43.125028 , -3.60991 , 43.171406 , -3.655701 
 Lunada por Liérganes,Cantabria,1320 m ,1240 m ,"32,2 Km ","3,85 % ",220  , 43.346174 , -3.743874 , 43.171236 , -3.654971 
" Machaconas, Collado de por Mombeltrán",Ávila,984 m ,459 m ,"10,7 Km ","4,3 % ",66  , 40.245682 , -5.020823 , 40.248294 , -5.078266 
 Madalena por Cª a Gonztegarai y Zeinka,Bizkaia,413 m ,141 m ,"2,4 Km ","5,88 % ",56  ,  ,  ,  ,  
 Madalena por Olaso baserria,Bizkaia,291 m ,282 m ,"2,6 Km ","10,9 % ",108  ,  ,  ,  ,  
 Madaria por Izoria,Álava,457 m ,187 m ,"3,75 Km ",5 % ,38  , 43.050482 , -3.049489 , 43.043904 , -3.08762 
" Madera , Alto de por Mareo",Asturias,337 m ,232 m ,"7,6 Km ","3,05 % ",148  , 43.495647 , -5.690145 , 43.468743 , -5.695982 
" Madera , Alto de la por Arniella",Asturias,337 m ,113 m ,3 Km ,"3,76 % ",15  , 43.424562 , .5.69272 , 43.468743 , -5.695982 
 Madrona por Sur,Ciudad Real,957 m ,239 m ,"5,2 Km ","4,6 % ",33  ,  ,  ,  ,  
 Madrona por Río Robledillo,Ciudad Real,957 m ,467 m ,"7,5 Km ","6,23 % ",84  ,  ,  ,  ,  
" Madroño, El por Arroyo de la Baja (Norte)",Córdoba,509 m ,317 m ,"3,94 Km ",8 % ,88  ,  ,  ,  ,  
" Madroño, El por San Pedro de Alcántara",Málaga,1056 m ,1000 m ,"21,2 Km ","4,72 % ",151  ,  ,  ,  ,  
" Madroño, Puerto del por Río Genal y Pujerra",Málaga,1058 m ,550 m ,"19,54 Km ","2,8 % ",129  ,  ,  ,  ,  
" Magdalena, La por Cabañas de Virtus",Burgos,970 m ,126 m ,"2,62 Km ","4,81 % ",19  , 43.023412 , -3.857038 , 43.042806 , -3.858851 
 Maigmó por Tibi,Alicante,668 m ,223 m ,"5,58 Km ","3,8 % ",41  , 38.528159 , -0.588455 , 38.510565 , -0.603175 
" Majada del Espino, Embalse de por Urbanización Vista Real",Madrid,1389 m ,276 m ,"2,6 Km ","10,9 % ",116  , 40.728137 , -3.982286 , 40.745599 , -3.97851 
" Malahá, La por La Malahá",Granada,910 m ,116 m ,"2,6 Km ","4,5 % ",17  ,  ,  ,  ,  
 Malkuartu por Llodio,Álava,300 m ,175 m ,"4,3 Km ","4,07 % ",34  , 43.140559 , -2.965399 , 43.150303 , -3.004066 
 Malkuartu por Okendo,Álava,300 m ,173 m ,"2,7 Km ","6,4 % ",44  , 43.153043 , -3.023818 , 43.150303 , -3.004066 
 Mallorca - Puig Major (Túnel) por Sóller,Baleares,871 m ,854 m ,"14,5 Km ","5,9 % ",148  , 39.778507 , 2.704502 , 39.789587 , 2.775972 
 Mallorca - Sa Calobra por Norte,Baleares,724 m ,685 m ,"10,3 Km ","6,65 % ",135  , 39.850533 , 2.799876 , 39.827763 , 2.817857 
 Mallorca - Sant Salvador por Norte,Baleares,495 m ,336 m ,5 Km ,"6,73 % ",66  , 39.455623 , 3.1865 , 39.47103 , 3.168304 
 Mallorca - Talaia d'Albercuix por Port de Pollença,Baleares,360 m ,340 m ,"5,35 Km ","6,36 % ",76  , 39.910569 , 3.098481 , 39.928672 , 3.117664 
 Maltranilla por Maltrana,Burgos,403 m ,120 m ,"1,29 Km ","9,44 % ",40  , 43.128321 , -3.264102  , 43.127992 , -3.274938 
" Mamillas, Alto de por Mamillas",Zaragoza,875 m ,289 m ,6 Km ,"4,82 % ",42  , 42.442967 , -1.271227 , 42.461967 , -1.231155 
 Mandubia por Nuarbe,Gipuzkoa,546 m ,546 m ,"10,39 Km ","3,8 % ",67  , 43.139236 , -2.235109 , 43.086831 , -2.245004 
" Manga, Pto. de la por Peña del Cuervo",Valencia,434 m ,134 m ,"2,8 Km ","4,79 % ",21  , 39.567886 , -0.803289 , 39.547802 , -0.787539 
" Manga, Pto. de la por Chiva",Valencia,434 m ,164 m ,"8,5 Km ","1,93 % ",33  , 39.493941 , -0.734067 , 39.547802 , -0.787539 
" Manojar, El por Collado Valdecioso",Ciudad Real,981 m ,274 m ,"7,2 Km ","3,83 % ",48  ,  ,  ,  ,  
" Manquillo, El por Riocabado de la Sierra",Burgos,1400 m ,301 m ,"7,8 Km ","3,85 % ",42  , 42.1506 , -3.1986 , 42.178941 , -3.226204 
" Manquillo, El por Pineda de la Sierra",Burgos,1400 m ,200 m ,"7,59 Km ","2,63 % ",28  , 42.215789 , -3.297915 , 42.178925 , -3.226225 
 Mantzarraga por Bº Albiorreta(Orozko),Bizkaia,523 m ,316 m ,"2,5 Km ","12,64 % ",153  , 43.078198 , -2.917691 , 43.069186 , -2.909006 
" Manxa, Coll de la por Els Ibarsos",Castellón,552 m ,237 m ,7 Km ,"3,39 % ",39  , 40.2379 , -0.091796 , 40.274451 , -0.110464 
" Manxa, Coll de la por Atzeneta",Castellón,552 m ,185 m ,"5,7 Km ","3,25 % ",25  , 40.245664 , -0.140419 , 40.274451 , -0.110464 
" Manzanedo, Portillo de (Alto del Repetidor) por Incinillas",Burgos,1015 m ,418 m ,"8,8 Km ","4,75 % ",78  , 42.883512 , -3.598044 , 42.931668 , -3.657246 
" Manzanera, Cerro de la por Tronchón",Castellón,1257 m ,177 m ,4 Km ,"4,43 % ",25  , 40.619458 , -0.401001 , 40.62151 , -0.371175 
" Manzanera, Cerro de la por La Mata",Castellón,1257 m ,402 m ,11 Km ,"3,65 % ",59  , 40.605417 , -0.327401 , 40.621543 , -0.371132 
" Manzanera, Cerro de la por La Mata-Olocau",Castellón,1257 m ,402 m ,"10,2 Km ","3,94 % ",66  , 40.605514 , -0.32753 , 40.621543 , -0.371132 
" Manzaneruela, Puerto de por La Olmeda",Cuenca,1075 m ,413 m ,"8,18 Km ","5,05 % ",70  , 39.96904 , -1.25765 , 39.94063 , -1.28497 
 Maquirriain por Oricain (N-121),Navarra,572 m ,95 m ,"2,87 Km ","3,31 % ",12  , 42.855822 , -1.623204 , 42.872199 , -1.647656 
" Maravio, Puertos del por San Pedro de los Burros",Asturias,1051 m ,916 m ,18 Km ,"5,08 % ",219  , 43.336416 , -6.113892 , 43.215936 , -6.130028 
" Maravio, Puertos del por Entrago",Asturias,1051 m ,621 m ,"12,65 Km ","4,9 % ",173  , 43.170632 , -6.097069 , 43.215936 , -6.130028 
" Marchena, Alto de por Juntas de Miller",Jaén,1354 m ,635 m ,"9,73 Km ","6,5 % ",150  , 38.218334 , -2.45455 , 38.195369 , -2.484634 
" Marco, Alto de (Molló de les Armes) por Moixent",Valencia,816 m ,489 m ,"11,3 Km ","4,33 % ",96  , 38.8759 , -0.753722 , 38.91204 , -0.845132 
" Marco, Alto de (Molló de les Armes) por Navalón",Valencia,816 m ,116 m ,"2,1 Km ","5,6 % ",20  , 38.916515 , -0.868821 , 38.91204 , -0.845132 
" Marcolina, Urbanización por Alcossebre",Castellón,140 m ,132 m ,"2,3 Km ","5,74 % ",27  , 40.256407 , 0.292726 , 40.265118 , 0.292597 
 Mare de Déu del Mont por Besalú-Beuda,Gerona,1111 m ,964 m ,"20,47 Km ","4,71 % ",237  , 42.205129 , 2.706397 , 42.25832 , 2.707931 
 Mare de Deu dels Àngels por Sant Mateu,Castellón,416 m ,116 m ,"1,5 Km ","7,73 % ",27  , 40.460466 , 0.18887 , 40.455699 , 0.205221 
 Margarida por Embalse Beniarrés,Alicante,625 m ,302 m ,"8,7 Km ","3,47 % ",59  , 38.815001 , -0.356584 , 38.794935 , -0.302811 
 Margarida por Benimarfull,Alicante,625 m ,278 m ,"8,9 Km ","3,12 % ",39  , 38.786873 , -0.374222 , 38.794901 , -0.302768 
 Margarida por Benialfaquí,Alicante,625 m ,199 m ,"6,9 Km ","2,88 % ",31  , 38.776068 , -0.338473 , 38.794935 , -0.302811 
 Margarida por Adsubia,Alicante,625 m ,475 m ,"18,7 Km ","2,57 % ",69  , 38.848498 , -0.176511 , 38.794901 , -0.302768 
" Marianet, Coll de por Alfondeguilla-ctra. antigua",Castellón,428 m ,228 m ,"4,7 Km ","4,9 % ",42  , 39.832169 , -0.273757 , 39.827753 , -0.314569 
" Marianet, Coll de por Azuébar",Castellón,428 m ,153 m ,"5,6 Km ","2,7 % ",22  , 39.833982 , -0.370874 , 39.827753 , -0.314569 
" Marianet, Coll de por Alfondeguilla",Castellón,428 m ,228 m ,"4,4 Km ","5,2 % ",35  , 39.832169 , -0.273757 , 39.827753 , -0.314569 
 Marin por Eskoriatza-Salinas,Gipuzkoa,526 m ,170 m ,"2,8 Km ","6,07 % ",41  , 42.995168 , -2.567335 , 42.999779 , -2.592022 
" Mariner, Coll (+Colldecarrera) por Castellfollit de la Roca",Gerona,948 m ,687 m ,"21,37 Km ","3,21 % ",172  , 42.221244  , 2.552744  , 42.268405 , 2.378948 
 Marirías-La Veceilla por Sur (Arroyo de la Garganta),Ávila,1270 m ,183 m ,"3,4 Km ","5,38 % ",38  , 40.360846 , -4.899223 , 40.378665 , -4.921582 
 Markio por Ugao-Miraballes,Bizkaia,222 m ,156 m ,"1,9 Km ","8,21 % ",53  , 43.189189 , -2.898964 , 43.195814 , -2.913136 
" Marrulls, Collet de por Albocàsser",Castellón,677 m ,167 m ,"7,1 Km ","2,35 % ",24  , 40.358514 , 0.000558 , 40.354034 , -0.073771 
" Marta, La por Puente Polea",Asturias,1114 m ,1020 m ,"26,5 Km ","3,85 % ",363  , 43.415523  , -6.712646  , 43.295824 , -6.671276 
 Martín Alonso por Arroyo Onzuela (Este),Córdoba,496 m ,171 m ,"3,1 Km ","5,5 % ",27  ,  ,  ,  ,  
" Martínez, Puerto por Casarabonela",Málaga,736 m ,557 m ,"11,04 Km ",5 % ,95  ,  ,  ,  ,  
" Martínez, Puerto por El Burgo o Ardales",Málaga,736 m ,278 m ,"7,39 Km ","3,8 % ",56  ,  ,  ,  ,  
 Martitte-Samiño por Azkoitia,Gipuzkoa,780 m ,658 m ,"7,2 Km ","9,1 % ",194  , 43.176166 , -2.312733 , 43.139877 , -2.304457 
 Mas d'Agulló (Els Tossals) por Cocentaina,Alicante,585 m ,217 m ,4 Km ,"5,43 % ",33  , 38.760308 , -0.427394 , 38.760576 , -0.386195 
 Mas d'Agulló (Els Tossals) por Alcocer de Planes,Alicante,585 m ,260 m ,"3,9 Km ","6,67 % ",58  , 38.79052 , -0.402761 , 38.760609 , -0.386367 
 Mas d'Agulló (Els Tossals) por Alqueria d'Asnar,Alicante,585 m ,233 m ,"3,9 Km ","5,97 % ",40  , 38.772789 , -0.421429 , 38.760576 , -0.386195 
 Mas d'Agulló (Els Tossals) por CV-704,Alicante,585 m ,260 m ,"5,5 Km ","4,73 % ",38  , 38.78694 , -0.374265 , 38.760609 , -0.386367 
 Mas de Bernús por Sorita del Maestrat,Castellón,864 m ,245 m ,"4,6 Km ","5,33 % ",39  , 40.730836 , -0.169644 , 40.717664 , -0.127416 
 Mas de la Costa por Lucena del Cid,Castellón,982 m ,496 m ,4 Km ,"12,4 % ",213  , 40.160903 , -0.292511 , 40.182546 , -0.309849 
 Mas de la Serra por La Cuba,Castellón,1103 m ,297 m ,"6,3 Km ","4,71 % ",63  , 40.604309 , -0.293326 , 40.565492 , -0.279078 
 Mas de Llovet por Benassal,Castellón,1140 m ,352 m ,10 Km ,"3,52 % ",53  , 40.405065 , -0.173249 , 40.432674 , -0.234361 
 Mas de Pa-i-all por CV-10,Castellón,322 m ,102 m ,"2,5 Km ","5,1 % ",15  , 40.34867 , 0.127029 , 40.368422 , 0.12527 
 Mas del Mojón por La Mata,Castellón,1202 m ,347 m ,"9,8 Km ","3,54 % ",51  , 40.605482 , -0.32753 , 40.61493 , -0.371604 
 Mas del Mojón por Tronchón,Teruel,1202 m ,122 m ,"2,8 Km ","4,36 % ",17  , 40.619425 , -0.400958 , 40.61493 , -0.371604 
 Mas del Moro por Argelita,Castellón,794 m ,484 m ,"10,3 Km ","4,7 % ",99  , 40.06106 , -0.348129 , 40.084113 , -0.32753 
 Mas del Moro por Llucena,Castellón,794 m ,204 m ,"5,3 Km ","3,85 % ",40  , 40.103811 , -0.301695 , 40.084113 , -0.32753 
 Mas d'En Coll por Cinctorres,Castellón,978 m ,103 m ,"1,8 Km ","5,72 % ",17  , 40.592285 , -0.227666 , 40.604309 , -0.243201 
 Mas d'En Coll por La Mata,Castellón,978 m ,221 m ,"4,5 Km ","4,91 % ",53  , 40.621543 , -0.265732 , 40.604113 , -0.24303 
 Mas d'En Coll por Todolella,Castellón,978 m ,241 m ,6 Km ,"4,02 % ",33  , 40.643982 , -0.238094 , 40.604113 , -0.24303 
 Mas d'En Jordà por Vall d'Alba,Castellón,495 m ,179 m ,"5,7 Km ","3,14 % ",26  , 40.169266 , -0.027165 , 40.224795 , -0.021629 
" Mascarat, El por Altea (pto. Luis Campomanes)",Alicante,128 m ,123 m ,"3,1 Km ","3,97 % ",16  , 38.630382 , 0.000429 , 38.639534 , 0.013347 
" Mascarat, El por Calpe",Alicante,128 m ,126 m ,"3,9 Km ","3,23 % ",16  , 38.644428 , 0.05343 , 38.639635 , 0.013347 
 Masía Borraz por Villahermosa del Río,Castellón,934 m ,254 m ,3 Km ,"8,47 % ",70  , 40.194151 , -0.410314 , 40.204444 , -0.404177 
" Masnou, Alt del por Platja d'Aro",Gerona,354 m ,277 m ,"5,04 Km ","5,5 % ",110  ,  ,  ,  ,  
 Mas-Ram (Urbanización) por Badalona,Barcelona,322 m ,225 m ,"2,6 Km ","8,8 % ",62  ,  ,  ,  ,  
 Matacabras por Sopuerta (Bº Mercadillo),Bizkaia,247 m ,137 m ,"1,5 Km ","9,13 % ",46  , 43.261003 , -3.154289 , 43.255705 , -3.168762 
 Matamachos por Garde,Navarra,1148 m ,467 m ,"11,89 Km ","3,92 % ",89  , 42.792711 , -0.961466 , 42.767583 , -0.862396 
 Matamachos por Anso,Huesca,1142 m ,312 m ,"5,2 Km ",6 % ,58  ,  ,  ,  ,  
" Matanela, La por Vega de Pas",Cantabria,1005 m ,705 m ,"17,4 Km ","4,05 % ",96  , 43.160761 , -3.822234 , 43.065517 , -3.841453 
" Matanela, La por Resconorio",Cantabria,1005 m ,373 m ,"6,59 Km ","5,65 % ",67  , 43.073609 , -3.862996 , 43.065517 , -3.841453 
" Mataparda, La por Presa Benagéber",Valencia,850 m ,319 m ,6 Km ,"5,33 % ",55  , 39.726597 , -1.097903 , 39.750885 , -1.083741 
" Mataparda, La por Tuéjar",Valencia,850 m ,296 m ,8 Km ,"3,7 % ",42  , 39.767612 , -1.050138 , 39.750885 , -1.083741 
 Matet por Algimia de Almonacid,Castellón,641 m ,159 m ,"2,3 Km ","6,9 % ",37  , 39.916682 , -0.439539 , 39.932249 , -0.451984 
" Matet, Alto de por Gaibiel",Castellón,641 m ,200 m ,"8,5 Km ","2,4 % ",40  , 39.898082 , -0.516014 , 39.932249 , -0.451984 
 Matienzo por Carranza,Bizkaia,318 m ,158 m ,"2,7 Km ","5,84 % ",27  , 43.237692 , -3.358051 , 43.23802 , -3.380088 
" Matissal, El por CV-720",Alicante,682 m ,272 m ,"4,6 Km ","5,91 % ",60  , 38.752343 , -0.16531 , 38.750603 , -0.196724 
" Matorro, El por Villasur de Herreros",Burgos,1164 m ,137 m ,"4,8 Km ","2,85 % ",19  , 42.309562 , -3.39323 , 42.313433 , -3.344522 
 Maume por Zugastieta,Bizkaia,425 m ,315 m ,"8,75 Km ","3,6 % ",77  , 43.254463 , -2.690449 , 43.228617 , -2.637749 
 Mazmela por Eskoriatza-Salinas,Gipuzkoa,382 m ,69 m ,"1,8 Km ","3,83 % ",9  , 43.013736 , -2.542348 , 43.011626 , -2.558903 
" Mazorra, La por Valdenoceda",Burgos,1005 m ,420 m ,"8,4 Km ",5 % ,80  , 42.853348 , -3.59592 , 42.817236 , -3.618901 
" Mazuca, La por por Solórazano",Cantabria,264 m ,173 m ,"2,15 Km ","8,05 % ",49  ,  ,  ,  ,  
 Meaga por Aizarnazabal,Gipuzkoa,143 m ,130 m ,"3,09 Km ","4,19 % ",18  , 43.275128 , -2.228358 , 43.281509 , -2.209298 
 Meaga por Zarautz,Gipuzkoa,143 m ,137 m ,"3,9 Km ","3,5 % ",18  , 43.28648 , -2.177377 , 43.281509 , -2.209298 
" Mediano, El por El Herradón de Pinares",Ávila,1380 m ,368 m ,4 Km ,"9,2 % ",109  , 40.564025 , -4.560184 , 40.590167 , -4.514008 
 Medinaceli por Medinaceli,Soria,1205 m ,176 m ,"3,4 Km ","5,17 % ",26  , 41.165552 , -2.422202 , 41.172182 , -2.435192 
" Medinaceli por Medinaceli, cruce N-111",Soria,1205 m ,108 m ,"3,5 Km ","3,08 % ",16  , 41.186706 , -2.431633 , 41.172182 , -2.435192 
" Médulas, Las por Carucedo",León,756 m ,231 m ,"3,3 Km ",7 % ,47  , 42.491649 , -6.758298 , 42.459861 , -6.768394 
" Mejina, La por Campo de Arriba",Valencia,1099 m ,241 m ,"5,7 Km ","4,23 % ",37  , 39.880136 , -1.034946 , 39.923199 , -1.009326 
" Mejina, La por Alpuente",Valencia,1099 m ,149 m ,"4,5 Km ","3,31 % ",28  , 39.8858 , -1.013618 , 39.923199 , -1.009326 
 Melledes por Rivavellosa,Álava,640 m ,150 m ,3 Km ,5 % ,22  , 42.725115 , -2.921163 , 42.740855 , -2.890888 
 Melledes por Manzanos,Álava,640 m ,160 m ,"2,5 Km ","6,4 % ",34  , 42.744322 , -2.864732 , 42.740855 , -2.890888 
" Melonares, Los por Río Viar",Sevilla,324 m ,275 m ,5 Km ,"5,5 % ",46  ,  ,  ,  ,  
 Menagarai por Zuhatza-Jauregi,Álava,355 m ,104 m ,"2,5 Km ","4,15 % ",15  , 43.09969 , -3.049489 , 43.098272 , -3.069928 
 Menagarai(San Pedro) por Llanteno,Álava,352 m ,152 m ,"2,29 Km ","6,61 % ",32  , 43.104539 , -3.093325 , 43.098272 , -3.069928 
 Mendata por Gernika,Bizkaia,253 m ,232 m ,"5,8 Km ",4 % ,31  , 43.31818 , -2.673583 , 43.282126 , -2.644379 
 Mendata por Muxika y Kanpantxu,Bizkaia,253 m ,230 m ,"5,69 Km ","4,03 % ",70  , 43.299947 , -2.674109 , 43.282126 , -2.644379 
 Mendata por Bº Olabe,Bizkaia,238 m ,95 m ,"1,2 Km ","7,92 % ",26  , 43.285266 , -2.636247 , 43.282126 , -2.644379 
 Mendeika por Izoria,Bizkaia,488 m ,218 m ,5 Km ,"4,36 % ",43  , 43.050482 , -3.049822 , 43.031804 , -3.029373 
 Mendeika por Lendoño de Abajo,Bizkaia,488 m ,136 m ,"2,27 Km ",6 % ,25  , 43.012936 , -3.039782 , 43.031804 , -3.029373 
 Mendexa por Carretera a Ondarroa,Bizkaia,195 m ,128 m ,"1,6 Km ",8 % ,31  , 43.349672 , -2.473608 , 43.346622 , -2.487288 
 Mendexa por Lekeitio,Bizkaia,195 m ,175 m ,"2,2 Km ","7,94 % ",41  , 43.360329 , -2.49851 , 43.346622 , -2.487288 
 Mendi Txiki por Aizarnazabal,Gipuzkoa,167 m ,106 m ,"1,6 Km ","6,3 % ",33  , 43.25444 , -2.240149 , 43.265206 , -2.249408 
 Mendieta por Artziniega,Álava,272 m ,122 m ,"1,7 Km ","7,17 % ",26  , 43.12188 , -3.131036 , 43.133198 , -3.128523 
 Mendizorrotz por Donostia/San Sebastián,Gipuzkoa,392 m ,387 m ,"7,28 Km ","5,32 % ",73  , 43.316795 , -2.005648 , 43.298190 , -2.066950 
 Mendizorrotz por Orio (Txanka),Gipuzkoa,392 m ,384 m ,"7,7 Km ","4,99 % ",74  , 43.277032 , -2.113114 , 43.298190 , -2.066950 
 Mendraka por Elorrio,Bizkaia,353 m ,173 m ,"2,65 Km ","6,53 % ",38  , 43.130885 , -2.541811 , 43.145317 , -2.535798 
 Menga por Norte,Ávila,1566 m ,355 m ,"8,39 Km ","4,23 % ",59  , 40.52862 , -4.966616 , 40.475462 , -5.013163 
 Menga por Sur,Ávila,1566 m ,308 m ,9 Km ,"3,42 % ",44  , 40.405495 , -5.03069 , 40.475462 , -5.013163 
 Menoio por Quejana,Álava,462 m ,152 m ,"2,2 Km ","6,9 % ",31  , 43.078185 , -3.07048 , 43.069513 , -3.072926 
 Menorca - Monte Toro por Es Mercadal,Baleares,315 m ,260 m ,3 Km ,"8,66 % ",71  , 39.987949 , 4.095919 , 39.984825 , 4.111197 
" Mercedes, Alto de las por Montorio",Burgos,1029 m ,113 m ,"2,9 Km ","3,9 % ",27  ,  42.57949 , -3.779009 , 42.585939 , -3.750225 
" Mesa, La por Puente del Morisco",Ávila,1682 m ,820 m ,"15,1 Km ","5,4 % ",196  , 40.392777 , -4.837418 , 40.345628 , -4.872737 
" Mesquites, Coll de les por Salsadella",Castellón,433 m ,109 m ,"3,2 Km ","3,41 % ",15  , 40.420325 , 0.172906 , 40.438194 , 0.119519 
